0.01; 1.89E+10; 1.89E+08
0.0104713; 1.85E+10; 1.85E+08
0.0109648; 1.81E+10; 1.81E+08
0.0114815; 1.76E+10; 1.76E+08
0.0120226; 1.72E+10; 1.72E+08
0.0125893; 1.67E+10; 1.67E+08
0.0131826; 1.61E+10; 1.61E+08
0.0138038; 1.55E+10; 1.55E+08
0.0144544; 1.49E+10; 1.49E+08
0.0151356; 1.43E+10; 1.43E+08
0.0158489; 1.36E+10; 1.36E+08
0.0165959; 1.29E+10; 1.29E+08
0.017378; 1.22E+10; 1.22E+08
0.018197; 1.14E+10; 1.14E+08
0.0190546; 1.07E+10; 1.07E+08
0.0199526; 9.88E+09; 9.88E+07
0.020893; 9.08E+09; 9.08E+07
0.0218776; 8.27E+09; 8.27E+07
0.0229087; 7.47E+09; 7.47E+07
0.0239883; 6.68E+09; 6.68E+07
0.0251189; 5.91E+09; 5.91E+07
0.0263027; 5.16E+09; 5.16E+07
0.0275423; 4.46E+09; 4.46E+07
0.0288403; 3.80E+09; 3.80E+07
0.0301995; 3.20E+09; 3.20E+07
0.0316228; 2.66E+09; 2.66E+07
0.0331131; 2.20E+09; 2.20E+07
0.0346737; 1.80E+09; 1.80E+07
0.0363078; 1.47E+09; 1.47E+07
0.0380189; 1.21E+09; 1.21E+07
0.0398107; 1.02E+09; 1.02E+07
0.0416869; 8.74E+08; 8.74E+06
0.0436516; 7.73E+08; 7.73E+06
0.0457088; 7.02E+08; 7.02E+06
0.047863; 6.48E+08; 6.48E+06
0.0501187; 6.00E+08; 6.00E+06
0.0524807; 5.50E+08; 5.50E+06
0.0549541; 4.93E+08; 4.93E+06
0.057544; 4.28E+08; 4.28E+06
0.060256; 3.58E+08; 3.58E+06
0.0630957; 2.87E+08; 2.87E+06
0.0660693; 2.22E+08; 2.22E+06
0.0691831; 1.68E+08; 1.68E+06
0.0724436; 1.27E+08; 1.27E+06
0.0758578; 9.74E+07; 9.74E+05
0.0794328; 7.79E+07; 7.79E+05
0.0831764; 6.43E+07; 6.43E+05
0.0870964; 5.35E+07; 5.35E+05
0.0912011; 4.40E+07; 4.40E+05
0.0954993; 3.57E+07; 3.57E+05
0.1; 2.92E+07; 2.92E+05
0.104713; 2.49E+07; 2.49E+05
0.109648; 2.21E+07; 2.21E+05
0.114815; 2.00E+07; 2.00E+05
0.120226; 1.79E+07; 1.79E+05
0.125893; 1.56E+07; 1.56E+05
0.131826; 1.34E+07; 1.34E+05
0.138038; 1.16E+07; 1.16E+05
0.144544; 1.01E+07; 1.01E+05
0.151356; 8.73E+06; 8.73E+04
0.158489; 7.56E+06; 7.56E+04
0.165959; 6.57E+06; 6.57E+04
0.17378; 5.72E+06; 5.72E+04
0.18197; 4.98E+06; 4.98E+04
0.190546; 4.32E+06; 4.32E+04
0.199526; 3.73E+06; 3.73E+04
0.20893; 3.21E+06; 3.21E+04
0.218776; 2.74E+06; 2.74E+04
0.229087; 2.33E+06; 2.33E+04
0.239883; 1.96E+06; 1.96E+04
0.251189; 1.64E+06; 1.64E+04
0.263027; 1.36E+06; 1.36E+04
0.275423; 1.12E+06; 1.12E+04
0.288403; 916161; 9.16E+03
0.301995; 742360; 7.42E+03
0.316228; 598086; 5.98E+03
0.331131; 480117; 4.80E+03
0.346737; 385075; 3.85E+03
0.363078; 309502; 3.10E+03
0.380189; 250005; 2.50E+03
0.398107; 203392; 2.03E+03
0.416869; 166811; 1.67E+03
0.436516; 137852; 1.38E+03
0.457088; 114593; 1.15E+03
0.47863; 95593.2; 9.56E+02
0.501187; 79836.5; 7.98E+02
0.524807; 66635.2; 6.66E+02
0.549541; 55529.8; 5.55E+02
0.57544; 46196.7; 4.62E+02
0.60256; 38383.4; 3.84E+02
0.630957; 31870.8; 3.19E+02
0.660693; 26460.2; 2.65E+02
0.691831; 21972.2; 2.20E+02
0.724436; 18250.3; 1.83E+02
0.758578; 15162.3; 1.52E+02
0.794328; 12598.7; 1.26E+02
0.831764; 10469.7; 1.05E+02
0.870964; 8701.06; 8.70E+01
0.912011; 7231.73; 7.23E+01
0.954993; 6010.91; 6.01E+01
1; 4541.22; 4.54E+01
